symbol,timeframe,bars,swings,patterns,best_score,best_conf,tuned,bt_trades,bt_winrate,bt_mdd,bt_totalret,bt_equity,bt_pf,bt_sharpe,cap,pages,trades_records,wf_splits,wf_pos_frac,wf_ret_mean,wf_ret_std,wf_mdd_mean,wf_trades_mean,wf_score
BTCUSDT,1m,1000,1000,23,7.0,0.9890130573694068,False,23,0.8695652173913043,0.008946840965394729,0.16632951961246054,11663.295196124605,7.958987164518393,0.8413472583912648,,0,0,3.0,1.0,0.16632951961246054,0.0,0.008946840965394729,23.0,0.8054768879095742
BTCUSDT,5m,864,864,21,7.0,0.9890130573694068,False,21,0.9047619047619048,0.004085236421238263,0.31510931964096417,13151.093196409642,35.94190430028215,0.8652552000534809,,0,0,3.0,1.0,0.31510931964096417,0.0,0.004085236421238263,21.0,0.8401921745828916
BTCUSDT,15m,288,288,18,7.0,0.9890130573694068,False,18,0.8888888888888888,0.017506427213382955,0.18639924524372145,11863.992452437215,9.668769136596238,0.7726474213099526,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHUSDT,1m,1000,1000,30,7.0,0.9890130573694068,False,30,0.8666666666666667,0.007171551969925732,0.24729619802539965,12472.961980253996,13.342196592513,0.9270005631662188,,0,0,3.0,1.0,0.24729619802539968,3.3993498887762956e-17,0.007171551969925732,30.0,0.8243691128725932
ETHUSDT,5m,864,864,21,7.0,0.9890130573694068,False,21,0.8095238095238095,0.011085522961802539,0.19167927912873475,11916.792791287347,13.790227285140757,1.140874949659188,,0,0,3.0,1.0,0.19167927912873475,0.0,0.011085522961802539,21.0,0.8113918317967047
ETHUSDT,15m,288,288,13,6.880345113845435,0.9876338009399572,False,13,0.8461538461538461,0.011847925495479597,0.11649050165162171,11164.905016516217,9.334520807728127,0.788423318550794,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
